serveindex,gamesinlead,lastpointindex,aceadvantage,winneradvantage,doublefaultdisadvantage,unforcederrordisadvantage,netwinneradvantage,winningbreakpointadvantage,runningdistanceadvantage,firstserveadvantage
1,0,-1,2,0,1,1,-1,0,0.4253,1
1,0,-1,2,0,1,1,0,0,1.2554,3
1,0,1,2,1,0,0,1,0,1.4294,4
1,0,1,1,1,0,0,2,0,1.5138,4
-1,1,1,0,0,0,0,2,0,1.4531,4
-1,1,-1,0,1,0,0,2,0,1.1167,3
-1,1,-1,0,2,0,0,2,0,0.1382,1
-1,1,-1,0,1,0,0,0,0,0.00129999999999981,-1
-1,1,1,0,0,0,0,0,0,-0.7242,-2
1,0,-1,0,-1,0,0,-1,0,-0.2072,-4
1,0,1,0,0,0,0,0,0,-0.6712,-3
1,0,1,0,0,0,0,0,0,-0.6621,-1
1,0,1,0,1,0,0,2,0,-0.952600000000001,1
-1,1,1,1,2,0,0,1,0,-0.3257,1
-1,1,1,1,4,0,0,3,0,-1.3093,2
-1,1,-1,1,3,0,0,2,0,-0.512500000000001,2
-1,1,-1,1,3,0,0,2,0,-0.6405,0
-1,1,-1,1,2,0,0,0,0,-0.2143,-2
1,0,-1,0,1,0,0,0,0,-0.454100000000001,-2
-1,0,1,1,1,0,0,-1,0,0.0205999999999996,-1
-1,0,-1,1,1,0,0,-2,0,0.1024,-2
1,0,1,1,2,0,0,-1,0,-0.3392,-2
1,0,1,1,3,0,0,1,0,-0.038900000000001,-1
-1,0,1,1,3,0,0,2,0,0.0817,0
-1,0,1,0,2,0,0,2,0,-0.172800000000001,-2
1,0,-1,0,1,0,0,2,0,-0.359699999999999,-2
1,0,1,0,0,0,0,1,0,0.2498,0
-1,0,-1,0,-2,0,0,0,0,-0.0277999999999999,1
-1,0,-1,0,-2,0,1,-1,0,0.3899,0
1,0,-1,0,-2,0,1,-2,0,0.8254,0
-1,0,1,0,0,0,1,0,0,0.6556,1
-1,0,-1,0,-1,0,1,0,0,0.492399999999999,-1
-1,0,-1,0,-1,0,1,-1,0,-0.867100000000001,-3
-1,0,-1,-1,-2,0,0,-1,0,-1.1033,-4
1,-1,-1,-1,-2,0,0,0,0,-1.3739,-3
1,-1,1,-1,-2,0,0,0,0,-1.349,-2
1,-1,1,-1,-1,0,0,0,0,-1.2049,-1
1,-1,1,-1,0,0,0,2,0,-0.3583,1
-1,0,1,0,2,0,0,2,0,0.0293000000000006,3
-1,0,1,0,3,0,0,2,0,0.0535999999999994,2
-1,0,-1,0,2,0,0,0,0,0.3865,0
-1,0,-1,0,1,0,0,-1,0,0.370200000000001,-1
-1,0,1,0,1,0,0,-2,0,0.5459,-2
-1,0,-1,0,-1,0,0,-3,0,0.4666,-4
1,-1,-1,0,-3,0,0,-4,0,0.4978,-4
1,-1,1,0,-2,0,0,-2,0,0.5798,-2
1,-1,1,1,0,0,0,-1,0,0.5646,0
1,-1,1,2,1,0,0,-1,0,0.6521,1
1,-1,-1,2,2,0,1,0,0,0.3983,2
-1,0,1,3,4,0,1,1,0,0.4208,4
-1,0,-1,2,2,0,1,0,0,0.0385999999999999,2
-1,0,-1,1,1,0,1,-1,0,0.3557,0
-1,0,-1,0,-1,0,1,-2,0,0.6128,-2
1,-1,-1,0,-1,0,0,-3,0,0.6014,-3
1,-1,1,-1,-1,0,0,-3,0,0.8811,-3
1,-1,1,0,1,0,0,-3,0,0.825000000000001,-1
1,-1,1,0,1,0,0,-1,0,0.2154,1
-1,0,1,0,2,0,0,0,0,0.375400000000001,2
-1,0,1,0,2,0,0,1,0,0.183,2
-1,0,1,0,1,0,0,1,0,0.0942,0
-1,0,-1,0,0,0,0,0,0,0.4806,-2
-1,0,-1,0,-1,0,0,-2,0,0.5363,-4
-1,0,-1,0,-2,0,0,-3,0,0.0504000000000005,-5
1,-1,-1,0,-2,0,0,-4,0,-0.050500000000001,-5
1,-1,1,0,-1,0,0,-3,0,0.0793999999999997,-4
1,-1,-1,0,-1,1,1,-2,0,-0.1009,-3
1,-1,1,0,1,1,1,-1,0,0.5798,-2
1,-1,1,0,2,1,1,0,0,1.0436,0
-1,0,1,1,3,1,1,1,0,1.2646,2
-1,0,-1,1,2,1,1,-1,0,1.1585,1
-1,0,-1,1,2,0,0,-1,0,0.8348,0
-1,0,-1,1,1,0,0,-2,0,0.6413,-1
1,-1,-1,1,1,0,0,-3,0,0.3651,-3
1,-1,-1,0,0,0,1,-3,0,0.8391,-3
1,-1,1,0,0,0,1,-2,0,-0.3084,-1
1,-1,-1,0,0,0,2,-2,0,0.2461,0
1,-1,1,0,0,0,2,0,0,-0.8503,2
1,-1,1,1,1,0,2,1,0,-0.8178,4
-1,0,1,1,1,0,1,1,0,-1.3241,3
-1,0,-1,1,1,0,1,0,0,-0.0172000000000004,1
-1,0,-1,1,0,0,0,-1,0,-0.524,0
-1,0,-1,1,-1,0,0,-3,0,0.5683,-2
-1,0,1,0,-2,0,-1,-3,0,0.1547,-3
1,-1,-1,0,-3,0,-1,-4,0,0.6858,-4
1,-1,1,1,-2,0,-1,-3,0,0.3014,-2
1,-1,-1,1,-1,0,0,-2,0,0.616,-1
1,-1,1,1,0,0,0,-1,0,0.4126,1
1,-1,1,1,0,0,1,-1,0,0.808,2
-1,0,1,1,1,0,1,0,0,0.4758,4
1,0,-1,0,0,0,1,-1,0,0.772399999999999,2
1,0,1,0,0,0,0,0,0,0.7413,2
-1,0,1,1,1,0,0,0,0,0.7515,2
-1,0,-1,1,0,0,0,-1,0,1.0138,0
1,0,-1,1,0,0,0,-2,0,1.08,-2
1,0,1,1,0,0,0,-1,0,0.7333,0
-1,0,1,1,1,0,0,-1,0,0.3973,1
-1,0,1,0,1,0,0,-1,0,0.5122,-1
1,0,1,0,3,0,0,0,0,0.256500000000001,-1
1,0,1,0,4,0,0,1,0,0.4994,1
1,0,1,1,5,0,0,1,0,0.5816,1
1,0,-1,1,3,0,0,0,0,0.7562,1
1,0,1,1,3,0,0,1,0,3.1486,3
1,0,1,1,2,0,0,1,0,3.0516,4
-1,1,1,1,2,0,0,2,0,2.5201,4
-1,1,-1,0,1,0,0,1,0,2.6906,2
-1,1,1,0,2,0,-1,1,0,3.0062,0
-1,1,1,0,2,0,-1,0,0,0.2951,-1
-1,1,-1,0,2,0,-1,-1,0,0.2337,-2
-1,1,-1,0,1,0,-1,-3,0,0.4698,-4
1,0,-1,0,1,0,0,-2,0,0.2845,-3
1,0,1,0,1,0,1,-2,0,0.8889,-1
1,0,-1,0,0,0,2,-2,0,0.8376,-1
1,0,1,0,0,0,2,-1,0,0.8243,1
1,0,1,1,1,0,2,0,0,0.604,3
-1,1,1,2,2,0,1,0,0,0.5862,3
-1,1,1,2,2,0,1,0,0,-0.3925,2
-1,1,1,2,3,0,0,0,0,0.0670999999999999,1
-1,1,-1,2,3,0,0,-1,0,0.25,-1
-1,1,-1,1,2,0,0,-1,0,0.1872,-3
-1,1,1,0,1,0,-1,-1,0,-0.1293,-4
-1,1,-1,0,1,0,-1,-1,0,0.1786,-4
-1,1,-1,0,0,0,-1,-2,0,0.201300000000001,-4
-1,1,1,0,1,0,-1,-1,0,0.281700000000001,-4
-1,1,-1,0,1,0,0,-2,0,0.8242,-4
1,0,-1,0,1,0,2,-3,0,1.2754,-4
1,0,1,0,2,0,2,-3,0,1.0254,-4
1,0,1,1,3,0,2,-2,0,1.0451,-2
1,0,1,1,2,0,2,-2,0,0.8808,0
-1,1,1,2,3,0,1,-1,0,0.4002,2
-1,1,-1,2,2,0,0,0,0,0.0394999999999996,3
-1,1,-1,2,0,0,0,-1,0,0.2724,2
-1,1,-1,1,-1,0,0,-2,0,0.245,0
1,0,-1,1,-1,0,1,-2,0,0.1231,-1
1,0,1,1,-1,0,1,-2,0,0.2534,-1
1,0,1,2,1,0,1,-2,0,0.4988,0
1,0,1,2,2,0,1,-1,0,0.2191,2
-1,1,1,3,3,0,1,0,0,0.00190000000000001,4
-1,1,1,3,3,0,0,0,0,0.3288,3
-1,1,1,2,3,0,0,0,0,0.9864,1
-1,1,-1,1,2,0,0,0,0,0.8144,-1
-1,1,-1,1,2,0,0,0,0,0.941,-3
-1,1,-1,0,1,0,0,0,0,0.8106,-5
-1,1,1,0,1,0,-1,0,0,0.2201,-5
-1,1,-1,0,0,0,0,0,0,-1.6133,-4
1,0,-1,0,-1,0,0,-1,0,-1.0269,-4
1,0,1,0,0,0,0,-1,0,-0.2678,-2
1,0,1,0,0,0,0,-1,0,-0.0594999999999999,0
1,0,1,0,1,0,1,-1,0,0.861399999999999,2
-1,1,1,1,2,0,0,-1,0,2.0539,3
-1,1,-1,1,2,0,0,-1,0,1.7974,3
-1,1,-1,1,1,0,1,-1,0,0.7903,1
-1,1,1,1,2,0,1,-1,0,0.7642,0
-1,1,-1,1,1,0,1,-1,0,0.0803000000000004,-1
1,0,-1,0,0,0,2,-1,0,0.892,-3
1,0,1,0,1,0,2,0,0,0.587,-2
1,0,1,0,2,0,1,0,0,0.7202,-1
1,0,1,0,1,0,1,0,0,0.6773,0
1,0,-1,0,1,0,1,0,0,0.4978,1
1,0,-1,0,0,0,0,0,0,-0.2452,3
1,0,-1,0,0,1,1,0,0,-0.1329,3
1,0,-1,0,-1,1,1,0,0,0.0686999999999998,4
1,0,1,0,-1,1,1,0,0,0.1647,3
1,0,1,0,-1,1,0,1,0,0.664999999999999,2
-1,1,1,0,1,1,0,1,0,0.425600000000001,1
-1,1,-1,0,1,0,0,0,0,0.572199999999999,0
-1,1,1,0,2,0,0,0,0,0.3861,-1
-1,1,1,0,3,0,0,0,0,0.3429,-2
-1,1,1,0,4,0,1,-1,0,-0.0429000000000002,-2
-1,1,-1,0,3,0,1,-1,0,-0.1049,-3
-1,1,-1,0,3,0,1,0,0,-0.2121,-2
-1,1,-1,0,1,0,1,-1,0,0.0481999999999999,-3
1,0,-1,0,0,0,1,-1,0,-0.2219,-2
-1,0,1,0,-1,0,1,-1,0,-0.00799999999999983,-2
-1,0,1,0,0,0,1,-1,0,0.7215,-1
1,0,1,0,1,0,0,-1,0,0.845099999999999,-2
1,0,1,1,3,0,0,0,0,0.5694,0
-1,0,-1,1,3,0,1,0,0,0.7604,0
-1,0,1,1,4,0,1,0,0,0.5362,0
1,0,-1,1,3,0,2,0,0,-0.4917,-1
1,0,1,1,2,0,2,1,0,-0.8541,1
-1,0,1,0,1,0,2,2,0,-1.0846,1
-1,0,-1,0,1,0,1,2,0,-1.0147,0
-1,0,-1,0,0,0,1,1,0,-1.486,-1
-1,0,-1,0,0,0,0,1,0,-1.0814,0
1,-1,-1,0,0,0,1,0,0,-1.1112,-2
1,-1,1,0,0,0,0,-1,0,-0.615900000000001,-3
1,-1,-1,0,0,0,1,-1,0,-0.5224,-2
1,-1,1,0,1,0,1,1,0,0.3181,0
1,-1,1,0,1,0,0,1,0,0.0106000000000023,0
-1,0,1,0,1,0,-1,1,0,-0.0183000000000021,2
-1,0,-1,0,1,0,0,0,0,-0.157599999999999,1
-1,0,-1,0,1,0,-1,0,0,-0.429300000000001,0
-1,0,1,0,0,0,-1,-1,0,-0.661000000000001,-1
-1,0,-1,0,0,0,0,-1,0,-0.2723,-2
-1,0,1,0,0,0,-1,-1,0,0.0600999999999999,-4
-1,0,1,0,0,0,-1,0,0,-0.6723,-4
-1,0,-1,0,-1,0,-1,-1,0,-2.9396,-4
-1,0,1,0,-1,0,-2,-1,0,-3.1107,-4
-1,0,-1,0,-1,0,-2,-2,0,-3.3498,-4
1,-1,-1,0,-2,0,-1,-3,0,-3.4049,-4
1,-1,1,0,-2,0,-1,-3,0,-2.6637,-2
1,-1,-1,0,-1,0,0,-2,0,-0.3137,-1
1,-1,1,0,0,0,1,-2,0,0.483799999999999,0
1,-1,-1,0,-1,0,1,-1,0,0.9323,1
1,-1,1,0,0,0,1,0,0,1.0908,3
-1,0,1,0,0,0,1,0,0,1.1113,2
-1,0,1,0,0,0,0,0,0,1.1161,1
-1,0,-1,0,-1,0,0,0,0,0.297,-1
-1,0,-1,0,0,0,0,0,0,-0.1409,-2
-1,0,1,0,0,0,-1,0,0,-0.889700000000001,-3
-1,0,-1,0,0,0,-1,0,0,-1.0418,-4
-1,0,1,0,0,0,-2,0,0,-1.3008,-4
-1,0,-1,-1,-1,0,-2,0,0,-1.0946,-4
-1,0,1,-1,0,0,-2,0,0,-0.277,-3
-1,0,-1,-1,0,0,-1,0,0,0.418899999999999,-4
1,-1,-1,-1,0,0,-1,0,0,0.3381,-3
1,-1,1,-1,1,0,0,0,0,0.9794,-1
1,-1,1,0,3,0,0,0,0,0.962,1
1,-1,1,0,3,0,0,0,0,0.411,2
-1,0,1,0,3,0,0,0,0,0.41,3
-1,0,-1,0,2,0,0,-1,0,-0.1417,2
-1,0,-1,0,1,0,0,-1,0,-0.6956,0
-1,0,-1,0,0,0,0,-1,0,-0.7063,-2
1,-1,-1,-1,-2,0,0,-1,0,-0.7548,-4
1,-1,1,-1,-2,0,-1,0,0,0.212100000000001,-3
1,-1,-1,-1,-1,0,0,1,0,1.0487,-2
1,-1,1,-1,-1,0,0,1,0,1.2449,-1
1,-1,-1,-1,-1,0,0,1,0,3.1326,0
1,-1,-1,0,0,0,0,1,0,3.623,1
1,-1,1,0,1,0,1,0,0,2.9983,1
1,-1,1,0,1,0,0,0,0,2.9832,2
-1,0,1,1,2,0,0,0,0,2.9998,3
-1,0,-1,1,2,0,0,0,0,1.0874,3
-1,0,-1,1,1,0,0,0,0,0.246299999999999,3
-1,0,-1,1,-1,0,0,-1,0,-0.1125,1
1,-1,-1,1,-2,0,0,-1,0,-0.2657,-1
1,-1,-1,0,-3,0,1,-1,0,0.0745000000000005,-2
1,-1,-1,0,-3,1,2,-1,0,0.1921,-2
1,-1,1,0,-2,1,2,0,0,0.4735,-1
1,-1,-1,0,-2,1,2,1,0,0.8279,1
-1,0,-1,0,-1,2,3,1,-1,0.879000000000001,2
-1,0,-1,-1,-2,2,2,1,-1,0.5477,1
-1,0,1,-1,-1,1,1,1,-1,-0.2485,0
-1,0,1,-1,-1,1,0,0,-1,-0.5535,-1
-1,0,-1,-1,0,1,0,0,-1,-2.6322,-2
-1,0,-1,-1,0,0,-1,0,0,-2.7838,-3
-1,0,1,0,1,0,-1,0,0,-2.7835,-2
-1,0,1,0,0,0,-1,0,0,-2.0659,-2
-1,0,-1,0,0,0,0,-1,0,-1.9537,-2
-1,0,1,0,0,0,-1,-1,0,-0.3071,-2
1,1,1,0,1,0,-1,0,1,-0.1979,-1
1,1,1,0,1,0,-2,0,1,-0.119799999999999,-1
1,1,-1,0,1,0,-1,0,1,-0.1649,1
1,1,1,0,2,0,-1,2,1,-0.110299999999999,2
1,1,1,0,3,0,0,2,1,-0.2611,3
-1,2,1,0,2,0,0,2,0,-0.1135,4
-1,2,-1,0,2,0,1,2,0,-0.2395,4
-1,2,-1,0,2,0,0,2,0,-0.185899999999999,2
-1,2,-1,0,1,0,0,0,0,-0.1158,0
1,1,-1,0,0,0,0,0,0,0.0584999999999997,-2
1,1,1,0,0,0,0,-1,0,0.0951999999999998,-2
1,1,-1,0,-1,0,0,-1,0,-0.00730000000000004,-1
1,1,1,0,-1,0,0,-1,0,0.1542,1
1,1,1,0,-1,0,0,0,0,0.0382999999999999,3
-1,2,1,0,0,0,0,1,0,0.0795000000000002,5
-1,2,-1,0,0,0,0,1,0,-0.2348,3
-1,2,1,0,1,0,0,1,0,-0.3505,1
-1,2,1,0,1,0,0,1,0,-1.1947,-1
-1,2,-1,0,1,0,0,1,0,-0.995699999999999,-3
-1,2,1,0,0,0,0,0,0,-0.8077,-5
-1,2,-1,0,-1,0,0,-1,0,-0.793300000000001,-5
-1,2,1,0,-1,0,-1,-1,0,-1.237,-5
-1,2,-1,0,-2,0,-1,-1,0,-0.8616,-5
-1,2,-1,0,-2,0,0,-1,0,-0.9489,-4
1,1,-1,0,-2,0,0,-1,0,-1.2656,-3
1,1,1,0,0,0,0,0,0,-0.938800000000001,-1
1,1,1,0,1,0,1,0,0,0.1095,1
1,1,-1,0,2,0,1,0,0,0.488200000000001,2
1,1,-1,0,1,0,0,0,0,0.3267,2
1,1,-1,0,1,0,0,0,0,0.6701,3
-1,0,-1,0,0,0,1,0,-1,0.4275,2
-1,0,1,0,0,0,1,0,-1,0.0894000000000005,0
-1,0,-1,0,0,0,1,0,-1,-0.8886,0
-1,0,-1,0,1,0,1,0,-1,-0.7648,0
-1,0,-1,0,1,0,1,0,-1,-1.3907,-2
1,-1,-1,0,0,0,0,-1,0,-1.4866,-3
1,-1,1,0,-1,0,0,-1,0,-1.3117,-1
1,-1,1,0,-1,0,-1,-1,0,-0.7417,0
1,-1,1,0,0,0,-1,0,0,-0.401100000000001,1
-1,0,1,0,1,0,-1,0,0,0.0100000000000001,3
-1,0,-1,0,1,0,-1,1,0,-0.1426,3
-1,0,-1,0,0,0,-1,1,0,-0.3105,1
-1,0,-1,-1,-1,0,0,1,0,0.0376999999999999,-1
-1,0,1,-1,-2,0,-1,0,0,-0.4597,-2
1,-1,-1,-1,-3,0,-1,0,0,-0.6157,-4
1,-1,-1,-1,-2,0,-1,0,0,0.7112,-3
1,-1,1,-1,-1,0,-1,0,0,0.6473,-2
1,-1,1,0,0,0,-1,0,0,0.7853,0
1,-1,1,0,0,0,-1,0,0,3.0467,1
-1,0,1,0,0,0,-1,1,0,3.151,3
-1,0,1,0,1,0,-1,1,0,1.5885,2
-1,0,1,0,1,0,-2,1,0,1.3267,2
-1,0,-1,0,1,0,-2,0,0,1.1941,0
-1,0,-1,0,1,0,-1,0,0,-0.8362,-2
-1,0,-1,0,1,0,-1,-1,0,-0.8482,-4
-1,0,1,0,0,-1,-2,-1,0,-0.3074,-3
-1,0,-1,0,0,-1,-1,-1,0,-0.0163,-4
1,-1,-1,0,0,-1,-1,0,0,-0.0128,-4
1,-1,1,0,1,-1,-1,0,0,0.8232,-2
1,-1,1,0,1,-1,-1,0,0,1.0235,-1
1,-1,1,0,1,0,0,0,0,0.9885,0
-1,0,1,0,1,0,0,0,0,1.0948,2
1,0,-1,0,1,0,0,0,0,0.9325,2
1,0,1,0,0,0,0,0,0,0.3913,1
-1,0,1,0,1,0,0,0,0,0.3463,1
-1,0,1,0,1,0,0,0,0,0.1335,-1
1,0,-1,0,1,0,1,0,0,0.404300000000001,-3
1,0,-1,0,1,0,2,0,0,0.822099999999999,-1
-1,0,-1,0,1,0,3,0,0,0.8193,0
-1,0,-1,0,-1,0,3,-1,0,-0.0236999999999995,-1
1,0,-1,0,-1,0,4,-1,0,0.0426000000000002,0
1,0,1,0,-1,0,3,-1,0,-0.1414,2
-1,0,1,0,-1,0,2,0,0,-0.3583,2
1,0,-1,-1,-2,0,1,0,0,-0.5974,0
1,0,1,0,0,0,1,1,0,0.1233,2
1,0,1,0,1,0,0,1,0,0.9553,3
1,0,1,0,1,0,0,1,0,0.9228,3
-1,1,1,0,1,0,-1,0,0,0.878,2
-1,1,1,1,3,0,-1,0,0,1.3822,3
-1,1,-1,0,2,0,-1,-1,0,1.3685,1
-1,1,-1,0,1,0,-1,-1,0,0.6628,0
-1,1,1,0,1,0,-2,-1,0,0.810000000000001,-1
-1,1,-1,0,1,0,-1,-1,0,0.6998,-2
1,0,-1,0,-1,0,-1,-1,0,0.0722000000000001,-2
1,0,1,0,-1,0,-1,0,0,0.1337,0
1,0,-1,0,-1,0,0,0,0,-0.0988,1
1,0,-1,0,-1,0,1,0,0,-0.2156,1
1,0,1,0,-1,0,1,0,0,0.0805,3
1,0,-1,0,0,0,1,0,0,1.3691,4
-1,-1,-1,0,0,0,1,0,-1,1.5299,3
-1,-1,-1,0,0,0,0,0,-1,1.649,1
-1,-1,-1,0,0,0,0,-1,-1,1.4969,0
-1,-1,-1,0,0,0,1,-1,-1,1.2586,-1
1,-2,-1,0,0,0,1,-1,-1,0.0995000000000001,-2
1,-2,1,1,1,0,1,-1,0,-0.0962999999999997,-1
1,-2,1,1,1,0,1,-1,0,0.1342,1
1,-2,1,1,1,0,1,1,0,0.0654,3
-1,-1,1,1,1,0,0,1,0,0.6102,3
-1,-1,-1,1,1,0,0,1,0,0.5896,2
-1,-1,1,0,0,0,-1,1,0,1.0313,1
-1,-1,1,0,1,0,-1,1,0,1.164,0
-1,-1,-1,0,0,0,-1,-1,0,1.1715,-2
-1,-1,-1,0,0,0,-1,-1,0,0.6296,-3
1,-2,-1,0,0,0,-1,-1,0,0.6592,-3
1,-2,1,0,1,0,0,-1,0,0.2168,-2
1,-2,1,0,0,0,0,-1,0,0.0483000000000004,-2
1,-2,1,0,2,0,0,1,0,-0.3129,-1
-1,-1,1,1,3,0,0,1,0,-0.2378,1
-1,-1,-1,1,3,0,0,1,0,-0.2866,1
-1,-1,-1,1,2,0,0,1,0,-0.2542,-1
-1,-1,-1,1,1,0,0,0,0,0.0369999999999997,-2
1,-2,-1,1,0,0,0,-2,0,0.3921,-3
1,-2,-1,0,-1,1,1,-2,0,0.3571,-4
1,-2,1,0,0,1,1,-2,0,0.810599999999999,-2
1,-2,1,0,0,1,1,-2,0,0.817,0
1,-2,1,0,2,1,1,-1,0,0.7052,2
-1,-1,1,0,3,1,1,1,0,0.7678,4
-1,-1,-1,-1,2,0,0,1,0,0.7912,3
-1,-1,-1,-1,1,0,0,1,0,0.2552,1
-1,-1,-1,-1,1,0,1,1,0,0.4412,0
-1,0,-1,-1,-1,0,1,0,0,0.4232,-2
-1,0,1,-1,-1,0,1,-1,0,0.1413,-3
-1,0,-1,0,0,0,1,-1,0,0.3375,-2
-1,0,-1,0,0,0,1,-1,0,0.278399999999999,-2
-1,0,1,0,0,-1,-1,-1,0,-0.2453,-2
-1,0,-1,0,0,-1,-1,0,0,-1.2425,-2
1,-1,-1,0,-1,-1,0,0,0,-0.7329,-2
1,-1,1,0,-1,-1,0,0,0,-0.8738,-2
1,-1,-1,0,-1,0,1,0,0,-0.6527,-1
1,-1,1,0,-1,1,2,0,0,-0.3081,0
1,-1,1,0,0,1,2,0,0,0.2981,1
1,-1,-1,0,0,1,2,0,0,-0.3012,2
1,-1,-1,0,-1,1,2,0,0,-0.495,3
1,-1,1,0,-1,0,1,0,0,-0.494,3
1,-1,-1,0,-1,1,2,0,0,-0.572499999999999,2
1,-1,1,0,-1,1,2,0,0,-0.3156,3
-1,0,1,0,-1,1,0,0,0,-0.2377,3
-1,0,1,0,1,1,0,1,0,-0.7114,1
-1,0,1,0,1,0,-1,1,0,-0.768,1
-1,0,-1,0,1,-1,-2,1,0,-1.1183,1
-1,0,-1,-1,0,-1,-2,1,0,-1.1899,-1
-1,0,1,-1,0,-1,-2,1,0,-1.2067,-2
-1,0,-1,-1,-1,-1,-2,0,0,-0.7244,-2
-1,0,-1,-2,-2,0,-1,0,0,-0.721,-3
-1,0,1,-2,-1,0,-1,1,0,-0.9661,-4
-1,0,-1,-1,-1,0,-1,1,0,-1.4676,-4
1,-1,-1,-1,-2,0,0,1,0,-1.9512,-5
1,-1,-1,-1,-2,0,0,1,0,-1.6155,-3
1,-1,1,0,-1,0,-1,1,0,-1.4178,-1
1,-1,-1,0,-3,0,-1,0,0,-0.9204,1
1,-1,1,1,-1,0,-1,0,0,-0.4404,3
1,-1,-1,1,0,0,0,0,0,0.4558,4
-1,-2,-1,1,0,0,0,0,-1,0.4711,4
-1,-2,1,1,0,0,0,0,-1,0.0905999999999999,3
-1,-2,-1,1,1,0,1,0,-1,-0.0779000000000003,2
-1,-2,-1,0,0,0,1,0,-1,-0.7389,0
-1,-2,-1,-1,-1,0,0,0,-1,-0.878,-1
1,-3,-1,-1,-1,0,0,0,0,-1.2912,-3
1,-3,1,-1,-1,0,1,0,0,-1.1105,-2
1,-3,1,-1,0,0,0,1,0,-0.7806,-1
1,-3,1,-1,0,0,0,1,0,0.0131999999999998,1
-1,-2,1,0,1,0,0,1,0,-0.0733000000000001,2
-1,-2,-1,0,0,0,0,1,0,-0.2196,2
-1,-2,-1,0,-1,0,0,1,0,-0.9736,0
-1,-2,1,0,-2,0,0,0,0,-1.2352,-2
-1,-2,-1,0,-3,0,0,0,0,-1.9047,-3
1,-3,-1,-1,-4,0,0,0,0,-1.7879,-4
1,-3,1,-1,-3,0,0,0,0,-1.498,-2
1,-3,1,-1,-2,0,0,0,0,-0.6333,-1
1,-3,1,-1,-2,0,-1,0,0,-0.0512,1
1,-3,-1,-1,-1,1,0,0,0,0.5737,1
-1,-2,1,0,0,1,0,0,0,0.6046,3
-1,-2,-1,0,-1,1,0,-1,0,0.4549,2
-1,-2,-1,0,-2,1,0,-1,0,0.4163,2
-1,-2,-1,0,-2,1,1,-1,0,-0.0203000000000003,1
-1,-2,1,0,-2,-1,-1,-1,0,-0.1741,1
1,0,-1,-1,-3,-1,-1,-1,0,-0.2491,-1
1,0,1,0,-1,-1,-1,0,0,-0.0626999999999999,0
1,0,-1,0,0,0,0,0,0,-0.074,0
1,0,1,1,1,0,0,0,0,-0.00309999999999997,1
1,0,-1,1,1,1,2,0,0,0.2403,1
1,0,1,2,2,1,2,0,0,0.3645,3
-1,1,1,1,1,1,2,0,0,0.374,2
-1,1,-1,1,1,0,1,0,0,0.3181,2
-1,1,1,0,1,0,1,0,0,-0.0545999999999999,1
-1,1,1,0,1,0,0,0,0,-0.6021,0
-1,1,-1,0,0,0,0,0,0,-0.9566,-1
-1,1,1,0,0,0,0,0,0,-0.7374,-1
1,2,1,0,0,0,0,0,1,-0.834500000000001,-2
1,2,-1,0,-1,0,0,-1,1,-1.1472,-2
1,2,1,0,0,0,0,-1,1,-0.4595,0
1,2,1,0,1,0,0,-1,1,0.3261,0
1,2,1,0,1,0,0,-1,1,0.4621,0
1,2,-1,0,1,0,1,-1,0,0.696900000000001,1
-1,3,1,0,1,0,1,0,0,1.372,2
-1,3,1,0,0,-1,0,0,0,1.0905,1
-1,3,1,0,0,-1,0,0,0,0.4898,0
-1,3,-1,-1,-1,-1,0,0,0,0.0625999999999998,-1
-1,3,-1,-1,-1,-1,0,0,0,-0.2081,-2
-1,3,-1,-1,-2,-1,0,0,0,-1.1641,-3
1,2,-1,-1,-2,0,1,-1,0,-1.5738,-3
1,2,1,-1,-2,0,1,-1,0,-2.0332,-1
1,2,1,0,-1,0,1,-1,0,-2.0579,1
1,2,1,0,-1,0,0,0,0,-2.2102,2
-1,3,1,0,1,0,0,0,0,-1.1444,3
-1,3,-1,-1,0,0,0,1,0,-0.771899999999999,2
-1,3,1,-1,0,0,-1,1,0,-0.2312,1
-1,3,-1,-1,-1,0,-1,1,0,-0.463200000000001,0
-1,3,-1,-1,-1,0,-1,0,0,0.0564999999999998,0
1,2,-1,-1,-2,0,-1,0,0,-0.1906,-2
1,2,1,0,-1,0,-1,0,0,-0.254199999999999,-1
1,2,1,0,-1,0,0,0,0,-0.358,-1
1,2,1,0,0,0,0,0,0,-0.0771000000000001,-1
-1,3,1,0,1,0,0,0,0,-0.3305,0
-1,3,1,0,1,-1,-1,0,0,-0.192,1
-1,3,1,0,2,-1,-1,0,0,-0.7878,1
-1,3,-1,0,1,-1,-1,0,0,-0.8009,0
-1,3,1,0,1,-2,-2,0,0,-0.9222,0
-1,3,-1,0,-1,-2,-2,-1,0,-2.7108,-2
1,0,1,0,-1,-1,-2,-1,1,-2.9458,-2
1,0,-1,0,-2,0,-1,-1,1,-2.2597,-2
1,0,1,0,-1,0,-2,-1,1,-2.5455,-1
1,0,1,1,0,1,-1,-1,1,-2.371,0
1,0,-1,1,1,2,0,0,1,-0.582700000000001,1
1,0,1,1,1,2,1,0,0,-0.5881,1
-1,1,1,1,1,1,-1,0,0,-0.3399,1
-1,1,-1,1,1,1,0,0,0,-0.0283000000000001,0
-1,1,-1,0,0,1,1,0,0,-0.526300000000001,-1
-1,1,-1,-1,-1,0,0,0,0,-0.5127,-2
