serveindex,gamesinlead,lastpointindex,aceadvantage,winneradvantage,doublefaultdisadvantage,unforcederrordisadvantage,netwinneradvantage,winningbreakpointadvantage,runningdistanceadvantage,firstserveadvantage
-1,0,1,1,1,0,0,0,0,-0.0112,1
-1,0,-1,-1,-1,0,0,0,0,0.00189999999999999,-1
-1,0,-1,0,0,0,0,-1,0,0.2785,-1
-1,0,-1,0,-1,0,0,-1,0,0.2753,-1
1,-1,-1,0,0,0,0,-1,0,0.0568999999999999,-1
1,-1,1,0,1,0,0,0,0,0.2685,1
1,-1,1,0,1,0,0,0,0,-0.0542,1
1,-1,1,0,0,0,0,1,0,-0.3311,1
-1,0,1,0,0,0,0,0,0,0.4353,0
-1,0,1,0,0,0,0,0,0,-0.1355,-1
-1,0,1,0,0,0,0,0,0,0.1797,-1
-1,0,-1,0,0,0,0,-1,0,0.3322,-1
-1,0,-1,0,-1,0,0,-1,0,-0.2754,-1
-1,0,-1,0,-1,0,0,-1,0,-0.0506,-1
1,-1,-1,0,0,0,0,-1,0,-0.2364,-1
1,-1,1,0,1,0,0,1,0,0.3096,0
1,-1,-1,0,0,1,1,0,0,0.1519,0
1,-1,1,0,1,0,0,0,0,0.4053,0
1,-1,1,0,0,0,0,0,0,0.4132,1
-1,0,1,1,1,0,0,0,0,-0.0154,1
-1,0,-1,0,0,0,0,-1,0,0.2035,-1
-1,0,-1,0,0,0,0,0,0,-0.1718,-1
-1,0,-1,0,0,0,0,-1,0,0.2118,-1
1,-1,-1,0,0,0,0,-1,0,0.137,-1
1,-1,-1,0,0,0,1,0,0,0.4586,1
1,-1,1,0,0,0,0,0,0,-0.944,1
1,-1,-1,0,0,0,1,0,0,0.3827,0
1,-1,1,0,0,0,0,1,0,-0.8846,1
1,-1,1,1,1,0,0,0,0,0.1695,1
-1,0,1,0,0,0,0,0,0,-0.0476999999999999,0
-1,0,-1,0,0,0,0,-1,0,0.3629,-1
-1,0,-1,0,-1,0,0,-1,0,-0.1241,-1
-1,0,-1,0,-1,0,0,-1,0,0.2077,-1
-1,0,1,0,0,0,-1,0,0,-0.2441,0
1,-1,-1,0,-1,0,0,-1,0,0.4834,-1
1,-1,1,1,1,0,0,0,0,-0.0215,1
1,-1,-1,0,0,0,1,0,0,0.1905,0
1,-1,1,0,0,0,0,0,0,0.00430000000000001,1
1,-1,1,0,0,0,0,0,0,0.1513,1
-1,0,1,0,0,0,0,0,0,0.1512,1
1,0,-1,0,0,0,0,-1,0,0.2751,-1
1,0,1,0,0,0,0,1,0,0.1594,0
-1,0,1,1,1,0,0,0,0,0.0145,1
-1,0,-1,0,-1,0,0,-1,0,0.4136,-1
1,0,-1,0,0,0,0,-1,0,0.2174,-1
1,0,1,0,0,0,0,0,0,-0.0716,1
-1,0,1,0,1,0,0,1,0,-0.1766,1
-1,0,1,0,1,0,0,0,0,0.1294,-1
1,0,1,0,1,0,0,0,0,0.1579,-1
1,0,1,0,1,0,0,0,0,0.4603,1
1,0,1,1,1,0,0,0,0,0.0106,1
1,0,-1,0,-1,0,0,0,0,-0.00200000000000005,1
1,0,1,0,1,0,0,1,0,2.5218,1
1,0,1,0,0,0,0,0,0,0.0609,0
-1,1,1,0,1,0,0,1,0,-0.0712,1
-1,1,-1,0,0,0,0,-1,0,0.1811,-1
-1,1,1,0,0,0,-1,0,0,0.3136,-1
-1,1,1,0,1,0,0,0,0,-0.1893,0
-1,1,-1,0,0,0,0,-1,0,-0.000499999999999989,-1
-1,1,-1,0,0,0,0,-1,0,0.1649,-1
1,0,-1,0,0,0,1,0,0,-0.00419999999999998,0
1,0,1,0,0,0,0,0,0,0.918,1
1,0,-1,0,0,0,1,0,0,-0.2406,0
1,0,1,0,0,0,0,0,0,-0.0138,1
1,0,1,1,1,0,0,0,0,-0.0554,1
-1,1,1,1,1,0,0,0,0,-0.022,0
-1,1,1,0,0,0,0,0,0,-0.0606999999999999,0
-1,1,1,0,1,0,0,0,0,0.219,-1
-1,1,-1,0,0,0,0,-1,0,0.1691,-1
-1,1,-1,0,0,0,0,0,0,-0.1182,-1
-1,1,1,0,0,0,-1,0,0,-0.3385,-1
-1,1,-1,0,0,0,0,0,0,0.2472,0
-1,1,-1,0,0,0,0,-1,0,0.2417,-1
-1,1,1,0,1,0,0,0,0,0.2495,-1
-1,1,-1,0,0,0,1,-1,0,0.4243,-1
1,0,-1,0,0,0,1,-1,0,0.1127,-1
1,0,1,0,1,0,0,0,0,-0.00280000000000005,0
1,0,1,1,1,0,0,0,0,0.2614,1
1,0,1,0,0,0,0,0,0,0.0851999999999999,1
-1,1,1,1,1,0,0,0,0,-0.0563000000000001,1
-1,1,-1,0,-1,0,0,0,0,-0.248,0
-1,1,-1,0,-1,0,0,-1,0,0.2301,-1
-1,1,-1,0,0,0,0,-1,0,0.234,-1
1,0,-1,0,0,0,1,0,0,-0.0367,0
1,0,1,1,1,0,0,0,0,0.074,1
1,0,1,1,1,0,0,0,0,-0.0026,1
1,0,1,0,0,0,0,0,0,-0.0496,1
-1,1,1,1,1,0,0,0,0,0.0168,1
-1,1,1,0,0,0,0,0,0,0.2902,-1
-1,1,1,0,1,0,0,0,0,0.7316,-1
-1,1,-1,0,0,0,0,0,0,-0.1746,-1
-1,1,-1,0,0,0,0,0,0,0.077,-1
-1,1,-1,0,0,0,0,0,0,-0.1136,-1
-1,1,1,0,0,0,-1,0,0,-0.3003,-1
-1,1,-1,0,0,0,1,0,0,-1.1018,0
1,0,-1,0,-1,0,0,-1,0,0.4118,-1
1,0,1,0,1,0,0,0,0,0.8361,1
1,0,1,0,0,0,0,0,0,0.0947,1
1,0,1,0,1,0,0,0,0,0.6206,1
-1,1,1,1,1,0,0,0,0,0.0907,1
-1,1,-1,0,-1,0,0,-1,0,0.1553,-1
-1,1,-1,0,0,0,1,0,0,-0.171,-1
-1,1,1,0,1,0,0,0,0,0.0686,0
-1,1,-1,0,0,0,0,0,0,-0.0633,0
1,0,-1,0,0,0,1,0,0,0.9024,-1
1,0,1,0,0,0,0,0,0,-0.1497,0
1,0,1,0,1,0,0,0,0,-0.0378,0
1,0,1,0,0,0,0,0,0,0.0257,1
1,0,-1,0,0,0,0,0,0,-0.2428,1
1,0,-1,0,-1,0,0,0,0,0.1594,1
1,0,-1,0,0,1,1,0,0,-0.0374,0
1,0,-1,0,0,0,0,0,0,0.1638,1
1,0,1,0,0,0,0,0,0,0.1217,0
1,0,1,0,0,0,-1,1,0,0.2575,0
-1,1,1,0,1,0,0,0,0,-0.0800000000000001,0
-1,1,-1,0,0,0,1,-1,0,0.1092,-1
-1,1,1,0,1,0,0,0,0,-0.0223,0
-1,1,1,0,1,0,0,0,0,0.0785,-1
-1,1,1,0,1,0,0,0,0,-0.1283,0
-1,1,-1,0,0,0,0,0,0,-0.142,-1
-1,1,-1,0,0,0,1,0,0,0.00199999999999996,0
-1,1,-1,0,-1,0,0,-1,0,0.238,-1
1,0,-1,0,0,0,0,0,0,-0.1916,0
-1,0,1,0,0,0,0,0,0,0.0856000000000002,0
-1,0,1,0,1,0,0,0,0,0.5875,0
1,0,1,0,1,0,0,0,0,0.1256,-1
1,0,1,1,1,0,0,0,0,-0.0377,1
-1,0,-1,0,0,0,1,0,0,-0.000600000000000023,0
-1,0,1,0,1,0,0,0,0,-0.1386,0
1,0,-1,0,0,0,1,0,0,-0.4404,-1
1,0,1,0,0,0,0,1,0,-0.2368,1
-1,0,1,0,0,0,0,1,0,-0.2682,1
-1,0,-1,0,0,0,0,0,0,0.0693,-1
-1,0,-1,0,0,0,0,-1,0,-0.6099,-1
-1,0,-1,0,0,0,0,0,0,-0.0358,0
1,-1,-1,0,0,0,1,0,0,-0.2666,-1
1,-1,1,0,0,0,-1,0,0,0.2271,0
1,-1,-1,0,0,0,1,0,0,0.1628,0
1,-1,1,0,1,0,0,1,0,0.2306,1
1,-1,1,0,0,0,-1,0,0,-0.3433,0
-1,0,1,0,0,0,0,0,0,-0.2955,1
-1,0,-1,0,0,0,0,-1,0,0.0878,-1
-1,0,-1,0,0,0,0,0,0,-0.1089,-1
-1,0,1,0,0,0,0,0,0,-0.00110000000000001,0
-1,0,-1,0,0,0,0,0,0,0.0454,-1
-1,0,1,0,0,0,-1,0,0,0.0369,-1
-1,0,1,0,0,0,0,0,0,-0.6446,-1
-1,0,-1,0,-1,0,0,-1,0,-2.3762,-1
-1,0,1,0,0,0,-1,0,0,-0.1722,0
-1,0,-1,0,0,0,0,-1,0,-0.1937,-1
1,-1,-1,0,-1,0,0,-1,0,-0.0182,-1
1,-1,1,0,0,0,0,0,0,0.0966,1
1,-1,-1,0,0,0,1,0,0,-0.0262,0
1,-1,1,0,1,0,0,0,0,0.6253,1
1,-1,-1,0,-1,0,0,0,0,0.2548,0
1,-1,1,0,0,0,0,0,0,0.1403,1
-1,0,1,0,0,0,0,0,0,0.1171,0
-1,0,1,0,0,0,0,0,0,-0.0214,-1
-1,0,-1,0,0,0,0,0,0,-0.1938,-1
-1,0,-1,0,0,0,0,0,0,-0.1831,-1
-1,0,1,0,0,0,-1,0,0,-0.6085,0
-1,0,-1,0,0,0,0,0,0,-0.035,-1
-1,0,1,0,0,0,-1,0,0,-0.2804,-1
-1,0,-1,-1,-1,0,0,0,0,0.0124,-1
-1,0,1,0,1,0,0,0,0,0.6345,0
-1,0,-1,0,0,0,0,0,0,0.0874000000000001,-1
1,-1,-1,0,0,0,0,0,0,-0.1158,0
1,-1,1,0,1,0,0,0,0,0.3609,1
1,-1,1,0,1,0,0,0,0,-0.00499999999999998,1
1,-1,1,0,1,0,0,0,0,0.0834999999999997,1
-1,0,1,0,0,0,0,0,0,0.0864,0
-1,0,-1,0,-1,0,0,-1,0,-0.6675,-1
-1,0,-1,0,0,0,0,0,0,-0.193,-1
-1,0,-1,0,0,0,0,0,0,-0.0157,-1
1,-1,-1,-1,-1,0,0,0,0,0.035,-1
1,-1,1,0,0,0,-1,1,0,1.0533,1
1,-1,-1,0,0,0,1,0,0,0.1691,0
1,-1,1,0,0,0,0,0,0,0.0032,0
1,-1,-1,0,0,0,0,0,0,1.872,0
1,-1,-1,0,0,0,0,0,0,0.5254,0
1,-1,1,0,1,0,0,0,0,0.4286,1
1,-1,1,0,0,0,0,0,0,0.154,1
-1,0,1,1,1,0,0,0,0,0.0198,1
-1,0,-1,0,0,0,0,0,0,-0.0404,0
-1,0,-1,0,-1,0,0,0,0,-0.3157,0
-1,0,-1,0,-1,0,0,-1,0,0.0698,-1
1,-1,-1,0,-1,0,0,0,0,0.00079999999999999,-1
1,-1,-1,0,0,0,1,0,0,0.36,0
1,-1,-1,0,0,1,1,0,0,0.0772,0
1,-1,1,0,0,0,0,1,0,-0.0343,1
1,-1,-1,0,-1,0,0,0,0,0.4242,1
-1,0,-1,0,0,1,1,0,-1,0.0519,0
-1,0,-1,-1,-1,0,0,0,0,0.0287,-1
-1,0,1,0,1,0,0,0,0,-0.719,-1
-1,0,1,0,0,0,-1,0,0,-0.3393,0
-1,0,-1,0,0,0,0,0,0,-1.6545,0
-1,0,-1,0,0,0,0,0,0,-0.0997,-1
-1,0,1,0,0,0,0,0,0,0.0290000000000001,0
-1,0,1,0,0,0,0,0,0,-0.00140000000000002,-1
-1,0,-1,0,0,0,0,-1,0,-0.2271,0
-1,0,1,0,0,0,-1,0,0,-0.00789999999999935,0
1,1,1,0,1,0,0,1,1,0.00949999999999998,0
1,1,1,0,0,0,-1,0,0,0.1071,0
1,1,-1,0,0,0,1,0,0,-0.0465000000000001,1
1,1,1,0,1,0,0,1,0,-0.1725,1
1,1,1,0,1,0,0,0,0,-0.1587,1
-1,2,1,0,0,0,0,1,0,0.1571,1
-1,2,-1,0,0,0,0,0,0,-0.0189,0
-1,2,-1,0,0,0,0,0,0,0.0071,-1
-1,2,-1,0,0,0,0,-1,0,-0.1024,-1
1,1,-1,0,0,0,0,0,0,0.0156,-1
1,1,1,0,0,0,0,0,0,0.1938,1
1,1,-1,0,-1,0,0,0,0,-0.1214,1
1,1,1,0,0,0,0,0,0,0.1686,1
1,1,1,0,0,0,0,0,0,-0.2183,1
-1,2,1,0,1,0,0,1,0,0.0568000000000001,1
-1,2,-1,0,0,0,0,0,0,-0.1205,-1
-1,2,1,0,0,0,0,0,0,-0.2371,-1
-1,2,1,0,0,0,0,0,0,-0.6756,-1
-1,2,-1,0,0,0,0,0,0,-0.0193,-1
-1,2,1,0,0,0,0,0,0,0.2448,-1
-1,2,-1,0,-1,0,0,-1,0,-0.1061,-1
-1,2,1,0,0,0,-1,0,0,-0.6808,-1
-1,2,-1,0,-1,0,0,0,0,-0.3002,-1
-1,2,-1,0,0,0,1,0,0,-0.1066,0
1,1,-1,0,0,0,0,0,0,-0.0719,0
1,1,1,0,1,0,0,0,0,0.2207,1
1,1,1,0,1,0,0,0,0,0.3675,1
1,1,-1,0,0,0,0,0,0,0.0785,0
1,1,-1,0,-1,0,0,0,0,-0.2681,0
1,1,-1,0,0,0,0,0,0,0.2715,1
-1,0,-1,0,0,0,1,0,-1,-0.0219,0
-1,0,1,0,1,0,0,0,0,0.0294000000000004,-1
-1,0,-1,0,0,0,0,0,0,-0.8995,0
-1,0,-1,0,0,0,0,0,0,-0.1443,0
-1,0,-1,0,0,0,0,0,0,-0.3544,-1
1,-1,-1,0,-1,0,0,-1,0,-0.1178,-1
1,-1,1,0,0,0,0,0,0,0.2043,1
1,-1,1,0,0,0,-1,0,0,-0.3295,1
1,-1,1,0,1,0,0,1,0,0.1963,1
-1,0,1,0,1,0,0,0,0,0.0566999999999999,1
-1,0,-1,0,-1,0,0,0,0,-0.2704,-1
-1,0,-1,0,-1,0,0,0,0,0.0364,-1
-1,0,-1,-1,-1,0,0,0,0,0.0187,-1
-1,0,1,0,0,0,-1,0,0,-0.3011,0
1,-1,-1,0,0,0,0,0,0,-0.0993,-1
1,-1,-1,0,0,0,0,0,0,1.0565,0
1,-1,1,0,0,0,0,0,0,-0.0275,0
1,-1,1,0,0,0,0,0,0,0.1567,1
1,-1,1,0,0,0,-1,0,0,1.9603,1
-1,0,1,0,0,0,0,1,0,0.00499999999999998,1
-1,0,1,0,1,0,0,0,0,-0.506,-1
-1,0,1,0,0,0,-1,0,0,-0.2893,0
-1,0,-1,0,0,0,0,-1,0,0.0241,-1
-1,0,-1,0,0,0,0,0,0,-0.07,-1
-1,0,-1,0,0,0,0,0,0,-0.00700000000000003,-1
-1,0,1,0,0,-1,-1,0,0,0.0348,0
-1,0,-1,0,0,0,0,0,0,0.00179999999999998,-1
1,-1,-1,0,0,0,0,0,0,0.0276,-1
1,-1,1,0,1,0,0,0,0,0.766,1
1,-1,1,0,0,0,0,0,0,0.1933,0
1,-1,1,0,0,0,0,0,0,-0.000199999999999978,1
-1,0,1,0,0,0,0,0,0,0.1081,1
1,0,-1,0,0,0,0,0,0,-0.1347,-1
1,0,1,0,0,0,0,0,0,0.2248,0
-1,0,1,0,1,0,0,0,0,0.1483,0
-1,0,1,0,0,0,0,0,0,-0.213,-1
1,0,-1,0,0,0,1,0,0,0.378899999999999,-1
1,0,-1,0,0,0,1,0,0,0.2831,1
-1,0,-1,0,0,0,1,0,0,0.222,1
-1,0,-1,0,-1,0,0,-1,0,-0.6947,-1
1,0,-1,0,0,0,1,0,0,-0.1467,0
1,0,1,0,0,0,0,0,0,0.1949,1
-1,0,1,0,0,0,0,1,0,0.0662,1
1,0,-1,-1,-1,0,0,0,0,-0.0171,-1
1,0,1,1,1,0,0,0,0,0.026,1
1,0,1,0,1,0,0,0,0,0.6853,1
1,0,1,0,0,0,0,0,0,0.1624,1
-1,1,1,0,0,0,-1,0,0,0.0214,0
-1,1,1,0,1,0,0,0,0,0.4871,0
-1,1,-1,0,0,0,0,-1,0,0.0123,-1
-1,1,-1,0,0,0,0,0,0,-0.0204,0
-1,1,1,0,0,0,-1,0,0,0.3096,0
-1,1,-1,0,0,0,0,0,0,-0.0888,-1
1,0,-1,0,-1,0,0,0,0,-0.1405,0
1,0,1,0,0,0,0,0,0,0.0737999999999999,1
1,0,-1,0,0,0,1,0,0,-0.2529,1
1,0,-1,0,0,0,0,0,0,0.1928,0
1,0,1,0,0,0,0,0,0,0.2073,1
1,0,-1,0,0,0,0,0,0,1.1481,1
-1,-1,-1,0,0,0,0,0,-1,0.2346,0
-1,-1,-1,0,0,0,0,0,0,-0.1338,-1
-1,-1,-1,0,0,0,0,-1,0,0.0407,-1
-1,-1,-1,0,0,0,1,0,0,-0.031,0
1,-2,-1,0,0,0,0,0,0,-0.011,0
1,-2,1,1,1,0,0,0,0,0.0388,1
1,-2,1,0,0,0,0,0,0,0.0967,1
1,-2,1,0,0,0,0,1,0,-0.0281,1
-1,-1,1,0,0,0,0,0,0,0.5138,0
-1,-1,-1,0,0,0,0,0,0,-0.0316,-1
-1,-1,1,0,0,0,-1,0,0,0.4805,0
-1,-1,1,0,1,0,0,0,0,0.2294,0
-1,-1,-1,0,-1,0,0,-1,0,-0.0206,-1
-1,-1,-1,0,0,0,0,0,0,-0.0281000000000001,-1
1,-2,-1,0,0,0,0,0,0,-0.00199999999999996,-1
1,-2,1,0,1,0,0,0,0,0.0381,1
1,-2,1,0,0,0,0,0,0,0.0609,0
1,-2,1,0,1,0,0,1,0,-0.3818,0
-1,-1,1,1,1,0,0,0,0,0.047,1
-1,-1,-1,0,0,0,0,0,0,-0.0508,-1
-1,-1,-1,0,0,0,0,0,0,0.0705,-1
-1,-1,-1,0,-1,0,0,-1,0,0.3521,-1
1,-2,-1,0,0,0,0,-1,0,-0.0266999999999999,-1
1,-2,-1,0,0,1,1,0,0,0.012,0
1,-2,1,0,1,0,0,0,0,0.4027,1
1,-2,1,0,0,0,0,0,0,0.0769,1
1,-2,1,0,1,0,0,0,0,0.2403,1
-1,-1,1,0,1,0,0,1,0,0.0359000000000002,1
-1,-1,-1,-1,-1,0,0,0,0,0.0354,-1
-1,-1,-1,0,0,0,0,0,0,-0.1333,-1
-1,-1,-1,0,0,0,1,0,0,0.2629,0
-1,0,-1,0,-1,0,0,-1,0,0.2223,-1
-1,0,1,0,1,0,0,0,0,-0.246,0
-1,0,-1,0,0,0,0,0,0,0.2316,0
-1,0,-1,0,0,0,0,0,0,-0.1924,-1
-1,0,1,0,0,-1,-1,0,0,-0.2608,0
-1,0,-1,0,-1,0,0,0,0,-0.7749,-1
1,-1,-1,0,0,0,1,0,0,0.2636,0
1,-1,1,0,0,0,0,0,0,0.0907,0
1,-1,-1,0,0,1,1,0,0,0.0287,0
1,-1,1,0,0,0,0,0,0,0.0838,1
1,-1,1,0,0,0,0,0,0,-0.1687,0
1,-1,-1,0,0,0,1,0,0,-0.3357,1
1,-1,-1,0,-1,0,0,0,0,-0.1031,1
1,-1,1,0,0,0,0,0,0,0.0297000000000001,0
1,-1,-1,0,0,1,1,0,0,0.00530000000000004,0
1,-1,1,0,0,0,0,0,0,0.0882,1
-1,0,1,0,0,0,-1,0,0,-0.2578,1
-1,0,1,0,1,0,0,1,0,-0.5768,-1
-1,0,1,0,0,-1,-1,0,0,-0.0269,0
-1,0,-1,0,0,0,0,0,0,-0.345,0
-1,0,-1,-1,-1,0,0,0,0,0.0166,-1
-1,0,1,0,0,0,-1,0,0,-0.2746,0
-1,0,-1,0,0,0,0,0,0,-0.0945,-1
-1,0,-1,-1,-1,0,0,0,0,-0.0235,-1
-1,0,1,0,1,0,0,1,0,-0.5901,-1
-1,0,-1,0,-1,0,0,0,0,-0.4849,-1
1,-1,-1,0,-1,0,0,0,0,-0.7582,-1
1,-1,-1,0,0,0,0,0,0,0.2412,1
1,-1,1,0,0,0,-1,0,0,0.1742,1
1,-1,-1,0,-1,0,0,0,0,-0.0927,1
1,-1,1,1,1,0,0,0,0,-0.0049,1
1,-1,-1,0,0,0,1,0,0,0.138,0
-1,-2,-1,0,0,0,0,0,-1,0.2565,1
-1,-2,1,0,0,0,-1,0,0,-0.2063,0
-1,-2,-1,0,0,0,1,0,0,-0.2612,0
-1,-2,-1,0,0,0,0,0,0,-0.6659,-1
-1,-2,-1,-1,-1,0,0,0,0,-0.00110000000000001,-1
1,-3,-1,0,0,0,0,0,0,-0.1567,-1
1,-3,1,0,0,0,0,0,0,-0.0256,1
1,-3,1,0,1,0,0,1,0,0.0687000000000001,1
1,-3,1,0,0,0,0,0,0,0.1279,1
-1,-2,1,0,0,0,0,0,0,-0.0876,0
-1,-2,-1,0,-1,0,0,0,0,-0.303,-1
-1,-2,-1,0,-1,0,0,0,0,-0.7796,-1
-1,-2,1,0,0,0,0,0,0,-0.1929,-1
-1,-2,-1,0,-1,0,0,0,0,-0.5416,0
1,-3,-1,-1,-1,0,0,0,0,0.0292,-1
1,-3,1,0,0,0,0,0,0,-0.0131,1
1,-3,1,0,0,0,0,0,0,0.0851,0
1,-3,1,0,0,0,-1,0,0,0.3892,1
1,-3,-1,0,0,1,1,0,0,0.0833,0
-1,-2,1,0,0,0,0,0,0,0.0601,1
-1,-2,-1,0,-1,0,0,-1,0,-0.1628,0
-1,-2,-1,0,-1,0,0,0,0,0.0465,0
-1,-2,-1,0,0,0,0,0,0,-0.0473999999999999,0
-1,-2,1,0,0,-1,-1,0,0,-0.0705,0
1,0,-1,-1,-1,0,0,0,0,-0.0149,-1
1,0,1,1,1,0,0,0,0,0.0236,1
1,0,-1,0,0,1,1,0,0,0.0352,0
1,0,1,1,1,0,0,0,0,0.0235,1
1,0,-1,0,0,0,1,0,0,0.1729,0
1,0,1,0,0,0,0,0,0,0.1093,1
-1,1,1,0,0,0,0,0,0,0.0331,0
-1,1,-1,0,0,0,0,0,0,-0.0207,0
-1,1,1,0,1,0,0,0,0,-0.3492,0
-1,1,1,0,0,0,0,0,0,-0.3746,-1
-1,1,-1,0,-1,0,0,0,0,-0.2452,0
-1,1,1,0,0,0,0,0,0,0.2523,0
1,2,1,0,0,0,0,0,1,-0.1178,-1
1,2,-1,0,0,0,0,-1,0,-0.6619,0
1,2,1,0,1,0,0,0,0,0.3131,1
1,2,1,0,0,0,0,0,0,0.5404,0
1,2,1,0,0,0,0,0,0,0.3883,0
1,2,-1,0,0,0,1,0,0,0.117,0
-1,3,1,0,0,0,0,0,0,0.0132,1
-1,3,1,0,0,-1,-1,0,0,0.0316,0
-1,3,1,0,0,0,0,0,0,-0.0603,-1
-1,3,-1,-1,-1,0,0,0,0,-0.0389,-1
-1,3,-1,0,0,0,1,0,0,-0.1537,-1
-1,3,-1,0,-1,0,0,0,0,-0.9428,0
1,2,-1,0,0,0,0,-1,0,-0.3781,0
1,2,1,0,0,0,0,0,0,-0.5197,1
1,2,1,0,0,0,0,0,0,-0.0636,1
1,2,1,0,0,0,0,1,0,-0.306,0
-1,3,1,0,1,0,0,0,0,0.123,1
-1,3,-1,-1,-1,0,0,0,0,-0.00559999999999999,-1
-1,3,1,0,0,0,-1,0,0,0.0209999999999999,0
-1,3,-1,0,-1,0,0,0,0,-0.2956,0
-1,3,-1,0,0,0,0,0,0,0.2137,0
1,2,-1,0,0,0,0,0,0,-0.1241,-1
1,2,1,0,0,0,0,0,0,-0.0692,0
1,2,1,0,0,0,0,0,0,-0.0827999999999999,0
1,2,1,0,0,0,0,0,0,-0.0147,0
-1,3,1,0,1,0,0,0,0,-0.0396999999999999,1
-1,3,1,0,0,-1,-1,0,0,0.0144,0
-1,3,1,0,1,0,0,0,0,-0.665,0
-1,3,-1,0,-1,0,0,0,0,-0.0959000000000001,-1
-1,3,1,0,0,-1,-1,0,0,-0.136,0
-1,3,-1,0,-1,0,0,-1,0,-1.8283,-1
1,0,1,0,0,0,-1,0,1,-0.2206,0
1,0,-1,0,0,1,1,0,0,0.0211,0
1,0,1,0,0,0,-1,0,0,-0.3817,0
1,0,1,1,1,0,0,0,0,0.0385,1
1,0,-1,0,0,1,1,0,0,-0.04,0
1,0,1,0,0,0,0,0,0,-0.226,0
-1,1,1,0,0,0,-1,0,0,0.2693,0
-1,1,-1,0,0,0,0,0,0,-0.0701,-1
-1,1,-1,0,0,0,1,0,0,-0.4595,0
-1,1,-1,-1,-1,0,0,0,0,-0.0264,-1
1,0,-1,0,0,0,0,0,0,-0.339,-1
1,0,-1,0,0,1,1,0,0,-0.0111,0
1,0,1,0,0,0,0,0,0,-0.0316,1
1,0,1,1,1,0,0,0,0,-0.0345,1
1,0,1,0,0,0,0,0,0,-0.0593,0
-1,1,1,0,0,0,0,0,0,0.1636,0
-1,1,-1,0,0,0,0,0,0,0.0624,-1
-1,1,-1,0,0,0,0,0,0,0.0159,-1
-1,1,-1,0,0,0,0,0,0,-1.0038,-1
1,0,-1,0,0,0,0,0,0,0.0534,0
1,0,1,0,0,0,-1,0,0,-0.1454,0
1,0,1,0,0,0,-1,0,0,0.1342,0
1,0,1,0,1,0,0,1,0,0.3403,1
-1,1,1,0,0,0,0,0,0,0.1008,0
-1,1,1,0,1,0,0,0,0,-0.0658,0
-1,1,1,0,1,0,0,1,0,-0.4423,0
-1,1,1,0,0,0,-1,0,0,-0.1114,-1
-1,1,-1,0,0,0,1,0,0,-0.0455,-1
-1,1,-1,-1,-1,0,0,0,0,0.0024,-1
1,2,1,0,0,-1,-1,0,1,-0.00860000000000003,0
1,2,1,0,0,0,0,0,0,0.3811,0
1,2,1,0,1,0,0,1,0,-0.1227,1
1,2,-1,0,0,0,1,0,0,-0.2051,1
1,2,1,0,0,0,0,0,0,0.2035,1
-1,3,1,0,0,0,0,0,0,0.0194999999999999,1
-1,3,-1,0,0,0,1,0,0,-0.1348,0
-1,3,-1,-1,-1,0,0,0,0,-0.0555,-1
-1,3,-1,0,0,0,0,0,0,-0.0959999999999999,-1
1,2,-1,0,0,0,0,0,0,-0.3466,-1
1,2,1,0,0,0,0,0,0,-0.0234,0
1,2,1,0,0,0,-1,0,0,-0.1961,0
1,2,1,0,0,0,0,0,0,0.00540000000000003,1
1,2,-1,0,0,0,1,0,0,0.0181000000000001,0
-1,0,1,1,1,0,0,0,0,-0.0054,1
-1,0,-1,-1,-1,0,0,0,0,0.0261,-1
-1,0,1,0,0,-1,-1,0,0,0.0436,0
-1,0,-1,0,-1,0,0,0,0,0.0102,-1
-1,0,1,0,0,0,-1,0,0,-0.3389,0
-1,0,-1,0,0,0,0,0,0,-0.0683,-1
-1,0,1,0,0,0,-1,0,0,0.1367,0
-1,0,1,0,0,0,0,0,0,-0.1073,0
-1,0,-1,0,0,0,0,-1,0,-0.0361000000000001,0
-1,0,-1,0,0,0,1,0,0,-0.4,-1
-1,0,1,0,0,0,-1,0,0,-0.1273,-1
-1,0,-1,0,-1,0,0,-1,0,-0.2105,0
-1,0,1,0,1,0,0,0,0,-1.4351,0
-1,0,-1,0,0,0,0,0,0,-0.1913,-1
1,-1,-1,0,0,0,0,0,0,0.0143,-1
1,-1,1,0,0,0,0,0,0,0.081,1
1,-1,-1,0,0,0,0,0,0,-0.1123,0
1,-1,-1,0,0,1,1,0,0,0.0624,0
1,-1,-1,0,0,0,0,0,0,-0.0765000000000001,0
1,-1,1,0,1,0,0,0,0,9.99999999999446e-05,1
-1,-2,-1,0,0,0,0,0,-1,-0.2728,1
-1,-2,-1,-1,-1,0,0,0,0,0.00490000000000002,-1
-1,-2,-1,0,0,0,1,0,0,-0.1207,0
-1,-2,1,0,1,0,0,0,0,-0.2094,-1
-1,-2,1,0,0,-1,-1,0,0,-0.0773000000000001,0
-1,-2,-1,0,0,0,1,0,0,-0.2052,0
-1,-2,1,0,1,0,0,0,0,0.0796999999999997,0
-1,-2,-1,-1,-1,0,0,0,0,-0.0342,-1
-1,-2,1,0,1,0,0,0,0,-0.1566,0
-1,-2,1,0,0,0,0,0,0,-0.0944999999999999,-1
1,-1,1,0,0,0,0,0,1,-0.1141,-1
1,-1,1,1,1,0,0,0,0,0.002,1
1,-1,-1,0,0,0,1,0,0,0.1628,1
