match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,timeseconds,spendtimeinlastfewshots,p1serveno,p2serveno,p1aceno,p2aceno,p1firstserveinnum,p2firstserveinnum,p1doublefaultnum,p2doublefaultnum,p1winnernum,p2winnernum,p1netnum,p2netnum,p1netwinnernum,p2netwinnernum,p1unforcederrornum,p2unforcederrornum,p1rundistance,p2rundistance,totalrallylengthinlastfewpoints,p1breakpointnum,p2breakpointnum,p1breakpointwinnum,p2breakpointwinnum,p1breakpointlosenum,p2breakpointlosenum
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:51:47,2,11,131,1,0,5,5,13907,187,5,0,1,0,3,0,0,0,1,0,1,0,1,0,1,0,61.107,47.866,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:52:06,2,11,132,1,0,5,5,13926,166,4,1,1,0,2,1,0,0,1,0,1,1,1,1,1,0,37.999,37.827,8,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:52:31,2,11,133,1,0,5,5,13951,147,3,2,1,0,2,2,0,0,1,1,1,2,1,2,0,0,41.488,36.248,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:52:53,2,11,134,1,0,5,5,13973,133,2,3,1,0,1,3,0,0,1,2,0,3,0,3,0,0,33.862,39.545,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:53:37,2,11,135,1,0,5,5,14017,156,1,4,0,0,0,3,0,0,0,2,0,3,0,3,0,1,43.807,45.354,10,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:13:21,2,12,136,1,0,5,6,15201,0,0,5,0,0,0,4,0,0,0,3,0,4,0,4,0,1,44.62,51.478,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:13:40,2,12,137,1,0,5,6,15220,0,1,4,1,0,1,3,0,0,1,3,0,3,0,3,0,1,39.146,42.16,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:14:28,2,12,138,1,0,5,6,15268,0,2,3,1,0,1,2,0,0,1,2,0,2,0,2,1,1,61.545,67.705,17,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:14:56,2,12,139,1,0,5,6,15296,0,3,2,1,0,2,1,0,0,1,1,0,1,0,1,1,1,58.524,62.65,15,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:15:19,2,12,140,1,0,5,6,15319,0,4,1,1,0,3,1,0,0,1,1,0,1,0,1,1,0,52.659,60.739,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:16:00,2,13,141,1,0,6,6,15360,159,5,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,52.723,57.481,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:16:29,2,13,142,1,0,6,6,15389,169,4,1,0,0,3,1,0,0,0,0,0,1,0,1,1,0,68.474,76.198,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:17:14,2,13,143,1,0,6,6,15434,166,4,1,0,0,3,1,0,0,0,0,1,1,1,1,0,0,42.066,49.479,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:17:41,2,13,144,1,0,6,6,15461,165,4,1,1,0,3,1,0,0,1,0,1,1,1,1,0,0,36.621,44.136,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:18:08,2,13,145,1,0,6,6,15488,169,3,2,1,0,2,2,0,0,1,1,1,2,1,2,0,0,37.417,47.555,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:18:36,2,13,146,1,0,6,6,15516,156,2,3,1,0,1,3,0,0,1,1,1,3,1,3,0,0,37.349,48.149,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:19:24,2,13,147,1,0,6,6,15564,175,3,2,1,0,2,2,0,0,1,1,1,2,1,2,0,0,27.402,34.735,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:20:02,2,13,148,1,0,6,6,15602,168,3,2,1,0,3,2,0,0,2,1,1,2,1,2,0,0,38.186,42.159,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:20:30,2,13,149,1,0,6,6,15630,169,2,3,0,0,2,3,0,0,2,1,1,3,1,2,0,0,42.375,47.497,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:21:02,2,13,150,1,0,6,6,15662,174,2,3,0,0,2,3,0,0,3,0,1,3,1,1,0,0,41.961,44.526,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:23:20,3,1,151,2,0,0,0,15800,284,3,2,0,0,3,2,0,0,4,0,1,2,1,0,0,0,39.902,44.896,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:23:38,3,1,152,2,0,0,0,15818,254,3,2,1,0,3,2,0,0,5,0,1,2,1,0,0,0,33.6,39.416,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:24:27,3,1,153,2,0,0,0,15867,265,3,2,1,0,3,2,0,0,4,1,0,2,0,0,0,0,21.313,28.875,8,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:25:24,3,1,154,2,0,0,0,15924,294,4,1,1,0,4,1,0,0,4,1,1,1,1,0,0,0,31.838,63.324,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:26:05,3,1,155,2,0,0,0,15965,303,5,0,1,0,4,0,0,0,3,1,1,0,1,0,0,0,32.189,62.705,10,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:27:10,3,2,156,2,0,1,0,16030,230,5,0,1,0,4,0,0,0,3,1,2,0,2,0,0,0,44.227,69.428,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:27:32,3,2,157,2,0,1,0,16052,234,4,1,0,0,3,1,0,0,2,1,2,1,2,1,0,0,48.088,74.994,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:27:55,3,2,158,2,0,1,0,16075,208,3,2,0,0,2,2,0,0,2,0,2,2,2,1,0,1,48.791,78.853,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:28:33,3,2,159,2,0,1,0,16113,189,2,3,0,0,1,2,0,0,2,0,1,2,1,1,0,1,43.26,46.211,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:28:53,3,2,160,2,0,1,0,16133,168,1,4,0,0,1,3,0,0,2,0,1,3,1,2,0,1,44.895,47.232,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:29:12,3,2,161,2,0,1,0,16152,122,0,5,0,0,0,4,0,0,1,0,0,4,0,3,0,1,34.92,39.618,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:29:56,3,3,162,2,0,1,1,16196,144,0,5,0,0,0,3,0,0,1,0,0,3,0,2,1,1,36.518,39.363,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:30:21,3,3,163,2,0,1,1,16221,146,1,4,0,0,1,2,0,0,1,0,0,2,0,2,1,0,34.908,43.797,8,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:31:08,3,3,164,2,0,1,1,16268,155,2,3,0,0,1,2,0,0,0,0,1,2,0,2,2,0,35.778,44.154,6,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:31:38,3,3,165,2,0,1,1,16298,165,3,2,0,0,2,1,0,0,0,0,1,1,0,1,2,0,31.381,39.624,6,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:32:12,3,3,166,2,0,1,1,16332,180,4,1,1,0,3,0,0,0,1,0,1,0,0,0,2,0,26.495,32.535,6,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:34:04,3,4,167,2,0,2,1,16444,248,5,0,2,0,3,0,0,0,2,0,1,0,0,0,1,0,22.169,28.031,6,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:34:40,3,4,168,2,0,2,1,16480,259,4,1,2,0,2,0,0,0,2,0,1,0,0,0,1,0,27.379,23.454,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:35:11,3,4,169,2,0,2,1,16511,243,3,2,2,0,2,1,0,0,3,0,0,1,0,0,0,0,27.091,27.762,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:35:40,3,4,170,2,0,2,1,16540,242,2,3,2,0,1,2,0,0,3,0,0,2,0,1,0,0,32.89,35.39,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:36:00,3,4,171,2,0,2,1,16560,228,1,4,1,0,0,3,0,0,2,0,0,2,0,1,0,0,37.943,39.815,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:36:28,3,4,172,2,0,2,1,16588,144,0,5,0,0,0,4,0,0,1,0,0,2,0,1,0,1,49.73,48.437,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:38:10,3,4,173,2,0,2,1,16690,210,0,5,0,0,0,4,0,0,1,0,1,2,0,1,0,1,67.352,69.138,17,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:38:36,3,4,174,2,0,2,1,16716,205,0,5,0,0,0,4,0,0,0,0,1,2,0,2,0,1,64.048,66.061,14,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:39:06,3,4,175,2,0,2,1,16746,206,0,5,0,0,0,4,0,0,1,0,1,2,0,1,0,1,68.684,71.501,15,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:39:34,3,4,176,2,0,2,1,16774,214,0,5,0,0,0,4,0,0,1,0,1,3,0,2,1,1,73.329,81.571,17,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:40:07,3,5,177,2,0,2,2,16807,219,0,5,0,0,0,4,0,0,1,0,1,4,0,3,2,0,64.01,76.764,16,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:40:45,3,5,178,2,0,2,2,16845,155,1,4,0,0,0,4,0,0,2,0,0,4,0,3,2,0,48.428,58.682,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:41:19,3,5,179,2,0,2,2,16879,163,2,3,1,0,1,3,0,0,3,0,0,3,0,2,2,0,48.394,58.845,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:41:45,3,5,180,2,0,2,2,16905,159,3,2,1,0,2,2,0,0,2,0,0,2,0,2,2,0,39.718,48.526,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:43:29,3,6,181,2,0,3,2,17009,235,4,1,2,0,3,1,0,0,3,0,0,1,0,1,1,0,34.518,38.52,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:44:01,3,6,182,2,0,3,2,17041,234,4,1,2,0,3,0,0,0,3,1,0,0,0,0,0,0,38.472,38.867,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:44:28,3,6,183,2,0,3,2,17068,223,3,2,2,0,3,1,0,0,2,2,0,1,0,1,0,0,36.445,39.169,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:44:48,3,6,184,2,0,3,2,17088,209,2,3,1,0,2,2,0,0,1,2,0,2,0,2,0,0,35.449,37.899,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:45:35,3,7,185,2,0,3,3,17135,230,1,4,1,0,1,2,0,0,1,2,0,2,0,2,1,0,35.604,36.835,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:46:00,3,7,186,2,0,3,3,17160,151,1,4,1,0,1,2,0,0,1,2,0,2,0,2,1,0,31.184,33.718,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:46:27,3,7,187,2,0,3,3,17187,146,2,3,2,0,2,2,0,0,2,1,0,2,0,2,1,0,24.157,29.145,7,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:46:52,3,7,188,2,0,3,3,17212,144,3,2,2,0,3,1,0,0,2,0,0,1,0,1,1,0,20.084,22.275,5,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:48:39,3,8,189,2,0,4,3,17319,231,4,1,3,0,4,0,0,0,3,0,0,0,0,0,1,0,15.063,15.082,5,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:49:08,3,8,190,2,0,4,3,17348,213,4,1,3,0,4,1,0,0,3,0,0,1,0,0,0,0,18.135,21.423,6,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:49:36,3,8,191,2,0,4,3,17376,216,3,2,2,0,3,2,0,0,3,0,0,2,0,0,0,0,28.948,38.812,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:49:55,3,8,192,2,0,4,3,17395,208,2,3,1,0,2,3,0,0,2,0,0,2,0,0,0,0,32.658,40.802,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:50:13,3,8,193,2,0,4,3,17413,201,1,4,1,0,1,4,0,0,2,0,0,2,0,0,0,0,30.556,39.966,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:50:34,3,8,194,2,0,4,3,17434,115,0,5,0,0,0,5,0,0,1,0,0,2,0,0,0,0,35.073,43.179,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:51:01,3,8,195,2,0,4,3,17461,113,0,5,0,0,0,5,0,0,1,0,0,2,0,0,0,1,43.972,46.173,9,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:51:52,3,8,196,2,0,4,3,17512,136,0,5,0,0,0,4,0,0,0,0,1,1,0,0,1,1,64.674,48.541,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:52:38,3,9,197,2,0,4,4,17558,163,0,5,0,0,0,4,0,0,0,1,1,2,0,1,1,1,73.141,62.872,16,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:53:06,3,9,198,2,0,4,4,17586,173,1,4,0,0,1,3,0,0,1,1,1,2,0,1,1,1,76.131,73.453,18,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:53:50,3,9,199,2,0,4,4,17630,196,2,3,0,0,2,2,0,0,1,1,1,2,0,1,1,1,73.356,72.761,18,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:54:17,3,9,200,2,0,4,4,17657,196,3,2,0,0,3,1,0,0,2,1,1,1,0,1,1,0,64.599,73.213,19,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:55:55,3,10,201,2,0,5,4,17755,243,4,1,1,0,4,1,0,0,3,1,0,1,0,1,0,0,35.435,55.974,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:56:28,3,10,202,2,0,5,4,17788,230,4,1,1,0,4,1,0,0,3,1,0,1,0,1,0,0,44.669,62.643,15,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:56:45,3,10,203,2,0,5,4,17805,219,3,2,1,0,3,2,0,0,2,1,0,1,0,1,1,0,43.606,51.509,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:57:18,3,10,204,2,0,5,4,17838,208,2,3,1,0,2,2,0,0,3,1,0,1,0,1,1,0,45.329,52.971,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:58:00,3,10,205,2,0,5,4,17880,223,1,4,1,0,1,2,0,0,2,1,0,1,0,1,1,0,39.4,40.203,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:59:02,3,11,206,2,0,5,5,17942,187,0,5,0,0,0,3,0,0,1,1,0,1,0,1,2,0,64.344,73.264,18,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:59:39,3,11,207,2,0,5,5,17979,191,1,4,0,0,0,2,0,0,1,0,0,0,0,0,2,0,47.844,53.714,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:00:21,3,11,208,2,0,5,5,18021,216,2,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,49.859,57.061,14,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:00:43,3,11,209,2,0,5,5,18043,205,3,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,48.895,55.668,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:01:11,3,11,210,2,0,5,5,18071,191,4,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,63.502,68.48,16,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:01:55,3,11,211,2,0,5,5,18115,173,5,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,50.662,48.21,13,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:02:35,3,11,212,2,0,5,5,18155,176,5,0,0,0,3,0,1,0,1,1,1,0,0,0,1,0,45.778,44.449,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:03:23,3,11,213,2,0,5,5,18203,182,5,0,0,0,4,0,1,0,0,1,1,0,0,0,1,0,47.225,47.912,11,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:04:06,3,11,214,2,0,5,5,18246,203,5,0,0,0,3,0,1,0,0,1,1,0,0,0,1,0,47.268,48.915,11,0,1,0,0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:05:01,3,11,215,2,0,5,5,18301,230,5,0,0,0,2,0,1,0,0,1,2,0,1,0,1,1,68.04,74.69,16,0,1,0,0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:06:47,3,12,216,2,0,6,5,18407,292,5,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,60.924,65.18,15,0,1,0,0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:07:09,3,12,217,2,0,6,5,18429,274,4,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,64.015,69.737,16,0,1,0,0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:07:43,3,12,218,2,0,6,5,18463,260,3,2,0,0,0,1,0,0,2,0,1,1,1,1,1,1,58.007,61.868,16,0,1,0,0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:08:07,3,12,219,2,0,6,5,18487,241,2,3,0,0,0,2,0,0,3,0,1,2,1,1,1,1,59.55,62.979,17,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:08:47,3,12,220,2,0,6,5,18527,226,1,4,0,0,0,2,0,0,4,0,0,2,0,1,1,0,26.23,25.801,10,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:09:12,3,12,221,2,0,6,5,18552,145,0,5,0,0,0,3,0,0,3,0,0,2,0,1,1,0,23.999,22.95,8,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:09:54,3,12,222,2,0,6,5,18594,165,0,5,0,0,0,2,0,0,3,0,0,1,0,0,1,0,29.987,27.866,10,2,0,0,0,2,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:10:19,3,12,223,2,0,6,5,18619,156,0,5,0,0,0,3,0,0,2,1,0,2,0,1,1,0,35.264,35.746,11,2,0,0,0,2,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:11:26,3,13,224,2,0,6,6,18686,199,0,5,0,0,0,2,0,0,1,1,0,1,0,1,1,0,42.007,39.788,12,2,0,0,0,2,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:12:11,3,13,225,2,0,6,6,18731,204,1,4,0,0,0,2,0,0,0,1,0,1,0,1,1,0,54.312,54.232,15,2,0,0,0,2,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:13:07,3,13,226,2,0,6,6,18787,235,1,4,0,0,0,1,0,0,1,1,0,1,0,1,1,0,67.333,74.548,22,1,0,0,0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:13:40,3,13,227,2,0,6,6,18820,226,1,4,0,0,0,2,0,0,2,1,0,2,0,1,0,0,66.575,75.026,23,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:14:06,3,13,228,2,0,6,6,18846,227,2,3,1,0,1,1,0,0,3,0,0,1,0,0,0,0,62.362,68.056,21,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:14:45,3,13,229,2,0,6,6,18885,199,3,2,1,0,1,1,0,0,3,0,0,1,0,0,1,0,58.61,66.214,20,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:15:45,3,13,230,2,0,6,6,18945,214,2,3,1,0,1,1,0,0,4,0,0,1,0,0,1,0,46.864,52.226,17,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:16:15,3,13,231,2,0,6,6,18975,188,2,3,1,0,1,2,0,0,3,0,0,1,0,0,2,0,43.32,38.403,12,0,0,0,0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:16:48,3,13,232,2,0,6,6,19008,188,3,2,1,0,2,1,0,0,2,0,1,0,1,0,2,0,56.047,47.506,13,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:00,1,1,1,0,0,0,0,0,0,3,2,0,0,2,1,0,0,1,0,2,0,2,0,2,0,59.659,48.813,13,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:16,1,1,2,0,0,0,0,16,0,2,3,0,0,2,2,0,0,1,0,2,0,2,0,1,0,56.167,46.02,12,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:39,1,1,3,0,0,0,0,39,0,2,3,0,0,2,3,0,0,0,0,2,1,2,1,1,0,69.368,54.508,13,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:01:08,1,1,4,0,0,0,0,68,0,2,3,0,0,2,2,0,0,0,0,2,1,2,1,0,0,61.656,50.842,11,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:02:20,1,2,5,0,0,0,1,140,0,1,4,0,0,1,3,0,0,0,0,1,1,1,1,1,0,69.836,58.724,13,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:03:04,1,2,6,0,0,0,1,184,184,1,4,0,0,0,3,0,0,0,0,0,1,0,1,1,1,91.899,85.74,21,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:03:56,1,2,7,0,0,0,1,236,220,2,3,0,0,0,2,0,0,0,0,0,1,0,1,2,1,97.281,92.057,22,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:04:38,1,2,8,0,0,0,1,278,239,3,2,0,0,1,1,0,0,1,0,1,0,1,0,2,1,127.616,130.797,32,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:05:18,1,2,9,0,0,0,1,318,250,4,1,0,0,1,1,0,0,1,0,1,0,1,0,2,2,142.23,142.336,36,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:05:58,1,3,10,0,0,1,1,358,218,5,0,0,0,2,0,0,0,1,0,1,0,1,0,1,2,133.347,133.164,34,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:06:23,1,3,11,0,0,1,1,383,199,4,1,0,0,2,1,0,0,1,0,1,1,1,1,1,1,116.969,115.393,28,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:06:43,1,3,12,0,0,1,1,403,167,3,2,0,0,2,2,0,0,1,0,1,1,1,1,0,1,115.11,110.817,27,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:07:18,1,3,13,0,0,1,1,438,160,2,3,0,0,1,2,0,0,0,0,0,1,0,1,0,1,74.68,68.07,16,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:07:36,1,3,14,0,0,1,1,456,138,1,4,0,0,1,3,0,0,0,0,0,1,0,1,0,0,52.344,49.621,12,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:08:05,1,3,15,0,0,1,1,485,127,0,5,0,0,0,4,0,0,0,0,0,1,0,1,0,1,42.466,43.067,11,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:08:30,1,3,16,0,0,1,1,510,127,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,39.8,33.077,10,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:09:02,1,3,17,0,0,1,1,542,139,0,5,0,0,0,4,0,0,0,1,0,1,0,1,0,1,77.656,48.26,16,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:09:38,1,3,18,0,0,1,1,578,140,0,5,0,0,0,4,0,0,0,1,0,1,0,1,0,2,78.271,47.164,16,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:10:11,1,3,19,0,0,1,1,611,155,0,5,0,0,0,4,0,0,0,1,0,2,0,2,0,2,100.769,67.271,20,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:11:57,1,4,20,0,0,1,2,717,232,0,5,0,0,0,4,0,0,0,2,0,3,0,3,0,1,102.408,68.359,21,0,0,0,0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:12:18,1,4,21,0,0,1,2,738,228,1,4,0,0,1,3,0,0,0,2,0,3,0,3,0,1,92.864,66.227,20,0,0,0,0,0,0
